,date,volumeto,close,bitcoin,num_tweets
2213,2020-04-30,620133839.66,8829.12,16.0,50532.0
2214,2020-05-01,321429140.42,8981.11,10.8,40443.0
2215,2020-05-02,534161419.79,8907.19,10.2,42783.0
2216,2020-05-03,568639005.2,8881.65,10.2,43879.0
2217,2020-05-04,538111122.64,9029.75,9.6,43373.0
2218,2020-05-05,818515486.36,9153.2,9.8,50889.0
2219,2020-05-06,1213223439.69,9999.93,10.8,55866.0
2220,2020-05-07,907665361.58,9808.18,13.6,59654.0
2221,2020-05-08,580103588.21,9541.13,14.8,53749.0
2222,2020-05-09,1159765920.88,8735.05,13.0,42273.0
2223,2020-05-10,1259789388.45,8568.88,16.6,41923.0
2224,2020-05-11,580579256.62,8821.18,20.0,82838.0
2225,2020-05-12,622255318.55,9317.44,14.6,60453.0
2226,2020-05-13,936692997.58,9793.19,12.4,46507.0
2227,2020-05-14,798930933.92,9311.69,12.8,48588.0
2228,2020-05-15,348262438.61,9387.08,11.0,38102.0
2229,2020-05-16,505834872.59,9670.56,9.6,40293.0
2230,2020-05-17,606235218.3,9722.73,10.0,33797.0
2231,2020-05-18,587660019.81,9780.2,10.0,38987.0
2232,2020-05-19,593918718.08,9509.45,9.0,31927.0
2233,2020-05-20,798218781.95,9059.11,9.0,33468.0
2234,2020-05-21,405255700.32,9170.74,9.8,36198.0
2235,2020-05-22,217819517.42,9186.19,9.0,46283.0
2236,2020-05-23,412753415.47,8718.49,7.800000000000001,27771.0
2237,2020-05-24,386241517.98,8901.48,8.0,30235.0
2238,2020-05-25,352930782.24,8844.5,9.0,34450.0
2239,2020-05-26,381475134.6,9204.62,8.4,30190.0
2240,2020-05-27,530613444.11,9579.71,8.200000000000001,34046.0
2241,2020-05-28,379875666.16,9424.62,8.0,38537.0
2242,2020-05-29,235049817.45,9699.78,7.800000000000001,34052.0
2243,2020-05-30,212143031.97,9450.47,7.0,29372.0
2244,2020-05-31,435270237.66,10211.23,7.0,28806.0
2245,2020-06-01,812990990.27,9523.75,8.97,34801.0
2246,2020-06-02,316212538.78,9666.06,13.0,48257.0
2247,2020-06-03,418578381.27,9794.55,10.27,32772.0
2248,2020-06-04,406449067.36,9622.02,9.62,33808.0
2249,2020-06-05,221180782.78,9671.46,9.36,31415.0
2250,2020-06-06,374577294.36,9750.7,7.800000000000001,26066.0
2251,2020-06-07,318606275.83,9782.58,8.19,26035.0
2252,2020-06-08,376816490.4,9779.7,9.1,30802.0
2253,2020-06-09,395005942.58,9891.84,8.97,33586.0
2254,2020-06-10,827582593.73,9268.13,9.1,35740.0
2255,2020-06-11,384322097.92,9464.23,9.88,34444.0
2256,2020-06-12,156509665.57,9474.65,8.97,34530.0
2257,2020-06-13,181308843.48,9333.7,7.0200000000000005,30524.0
2258,2020-06-14,616170633.01,9429.65,6.76,24592.0
2259,2020-06-15,378768702.55,9526.7,8.97,28560.0
2260,2020-06-16,325191529.46,9459.13,8.71,28992.0
2261,2020-06-17,236301644.47,9380.67,8.06,23559.0
2262,2020-06-18,295439171.8,9301.83,7.54,23904.0
2263,2020-06-19,182464228.19,9359.18,7.41,29522.0
2264,2020-06-20,123480945.26,9292.81,6.5,26154.0
2265,2020-06-21,393567343.68,9691.61,6.11,26333.0
2266,2020-06-22,296221140.11,9624.3,7.930000000000001,33399.0
2267,2020-06-23,461570781.81,9292.94,8.19,34373.0
2268,2020-06-24,435446758.27,9241.32,7.800000000000001,32446.0
2269,2020-06-25,371373315.29,9158.07,7.54,31154.0
2270,2020-06-26,254990739.33,9007.14,7.41,30758.0
2271,2020-06-27,179558602.81,9120.39,6.76,28444.0
2272,2020-06-28,283764928.26,9187.07,7.41,28965.0
2273,2020-06-29,213905502.74,9136.47,7.28,32380.0
2274,2020-06-30,274835041.39,9238.89,7.28,28895.0
2275,2020-07-01,343433369.43,9092.8,5.880000000000001,26910.0
2276,2020-07-02,198428092.21,9066.46,5.880000000000001,26683.0
2277,2020-07-03,147598290.89,9142.2,5.460000000000001,25726.0
2278,2020-07-04,159006413.09,9081.44,5.040000000000001,24368.0
2279,2020-07-05,340664721.17,9347.05,5.32,20039.0
2280,2020-07-06,239497399.36,9257.32,6.0200000000000005,27694.0
2281,2020-07-07,350318105.76,9439.2,5.880000000000001,22547.0
2282,2020-07-08,280648694.08,9238.95,6.44,22723.0
2283,2020-07-09,224680670.05,9288.57,6.16,24645.0
2284,2020-07-10,108899834.63,9237.13,5.6000000000000005,24965.0
2285,2020-07-11,151649367.79,9300.95,5.180000000000001,22288.0
2286,2020-07-12,240081841.21,9237.89,5.32,19664.0
2287,2020-07-13,238308476.7,9256.07,5.880000000000001,25309.0
2288,2020-07-14,216386874.26,9193.22,6.44,35940.0
2289,2020-07-15,254255550.28,9133.23,7.700000000000001,54174.0
2290,2020-07-16,187710134.42,9156.79,9.52,56131.0
2291,2020-07-17,109563331.59,9177.22,6.44,24865.0
2292,2020-07-18,117297958.15,9216.02,9.66,21879.0
2293,2020-07-19,171877002.63,9164.42,5.460000000000001,18893.0
2294,2020-07-20,337645738.93,9392.83,5.180000000000001,24912.0
2295,2020-07-21,281661129.12,9537.24,6.0200000000000005,27374.0
2296,2020-07-22,415079930.39,9615.21,5.880000000000001,25069.0
2297,2020-07-23,323092524.09,9550.23,7.000000000000001,27632.0
2298,2020-07-24,233301043.7,9708.41,6.44,27407.0
2299,2020-07-25,417337407.31,9942.01,6.580000000000001,27808.0
2300,2020-07-26,1363674374.42,11042.94,8.4,30432.0
2301,2020-07-27,938667838.04,10933.26,13.02,51139.0
2302,2020-07-28,689206497.21,11112.04,14.000000000000002,45495.0
2303,2020-07-29,503563543.58,11113.66,10.920000000000002,33785.0
2304,2020-07-30,608151203.91,11352.72,9.8,32625.0
2305,2020-07-31,741252933.72,11812.42,10.080000000000002,30055.0
2306,2020-08-01,721639453.44,11063.5,15.0,39913.0
2307,2020-08-02,473995003.36,11234.73,15.0,33109.0
2308,2020-08-03,393301819.23,11194.18,12.45,29874.0
2309,2020-08-04,555395574.17,11752.05,11.25,29318.0
2310,2020-08-05,587033759.68,11771.27,12.0,38033.0
2311,2020-08-06,651142052.53,11603.82,13.2,38775.0
2312,2020-08-07,271582305.12,11770.77,11.55,37514.0
2313,2020-08-08,231830330.42,11686.34,9.9,29019.0
2314,2020-08-09,667803525.71,11897.41,9.45,25986.0
2315,2020-08-10,724227264.93,11389.01,12.3,35606.0
2316,2020-08-11,430758054.54,11570.19,11.85,33567.0
2317,2020-08-12,487564726.98,11790.68,11.1,35237.0
2318,2020-08-13,437825096.08,11774.52,10.5,30485.0
2319,2020-08-14,369258184.57,11860.91,10.5,38124.0
2320,2020-08-15,260716863.02,11917.97,9.75,39156.0
2321,2020-08-16,682170133.05,12301.19,9.75,29007.0
2322,2020-08-17,604246043.52,11956.69,12.6,40655.0
2323,2020-08-18,590122894.96,11760.37,12.0,38262.0
2324,2020-08-19,510502416.84,11863.43,10.95,36164.0
2325,2020-08-20,745059089.73,11527.35,10.2,33256.0
2326,2020-08-21,572197825.57,11670.42,9.15,34177.0
2327,2020-08-22,388308826.36,11651.52,8.549999999999999,27846.0
2328,2020-08-23,459366140.6,11756.4,7.8,28557.0
2329,2020-08-24,583786229.48,11330.56,9.45,32820.0
2330,2020-08-25,309986442.65,11466.89,9.75,36405.0
2331,2020-08-26,464957172.93,11331.02,8.85,31857.0
2332,2020-08-27,353027933.9,11535.21,8.549999999999999,32432.0
2333,2020-08-28,187746012.8,11480.48,8.1,34517.0
2334,2020-08-29,190649396.2,11716.54,6.75,26986.0
2335,2020-08-30,307926585.75,11657.81,7.5,27893.0
2336,2020-08-31,537292263.85,11926.69,7.949999999999999,29068.0
2337,2020-09-01,618129314.2,11397.9,10.53,35393.0
2338,2020-09-02,894736678.62,10174.62,10.79,32608.0
2339,2020-09-03,562742223.01,10467.33,11.96,37151.0
2340,2020-09-04,614402772.13,10167.97,13.0,34973.0
2341,2020-09-05,300644746.65,10260.37,11.05,28115.0
2342,2020-09-06,422137373.09,10379.08,10.14,23088.0
2343,2020-09-07,553186747.41,10128.54,10.27,30832.0
2344,2020-09-08,346738492.44,10228.85,10.27,28540.0
2345,2020-09-09,452098495.16,10345.68,9.36,30051.0
2346,2020-09-10,266084892.24,10398.5,8.58,29885.0
2347,2020-09-11,184001054.5,10448.0,8.06,30008.0
2348,2020-09-12,299956975.1,10332.36,7.41,27451.0
2349,2020-09-13,359274837.28,10678.31,7.54,27955.0
2350,2020-09-14,369481767.48,10786.7,8.450000000000001,29947.0
2351,2020-09-15,372894154.99,10957.1,8.71,34641.0
2352,2020-09-16,293584349.54,10945.14,8.84,35407.0
2353,2020-09-17,248821618.73,10937.89,8.32,33417.0
2354,2020-09-18,193207449.76,11083.61,7.800000000000001,31357.0
2355,2020-09-19,237773866.86,10921.85,7.0200000000000005,29151.0
2356,2020-09-20,473754186.1,10418.14,7.15,26571.0
2357,2020-09-21,301280976.85,10534.73,8.450000000000001,32418.0
2358,2020-09-22,277589382.46,10238.09,7.930000000000001,38132.0
2359,2020-09-23,304956298.0,10742.98,7.54,47367.0
2360,2020-09-24,360929423.35,10694.12,7.15,37643.0
2361,2020-09-25,148097714.06,10734.23,7.28,38495.0
2362,2020-09-26,148127427.26,10781.47,6.76,25955.0
2363,2020-09-27,350615325.76,10699.0,6.5,37113.0
2364,2020-09-28,334584439.48,10841.29,7.0200000000000005,34219.0
2365,2020-09-29,317604086.65,10779.42,7.15,32020.0
2366,2020-09-30,422940486.72,10622.79,6.63,33290.0
2367,2020-10-01,355424408.51,10576.64,5.33,35755.0
2368,2020-10-02,110570157.37,10552.04,5.59,32092.0
2369,2020-10-03,111420779.07,10675.52,5.07,29374.0
2370,2020-10-04,255950434.22,10795.11,5.07,31026.0
2371,2020-10-05,329346366.4,10603.9,5.46,29324.0
2372,2020-10-06,208253472.75,10672.67,5.33,30843.0
2373,2020-10-07,423807796.12,10929.4,5.07,34215.0
2374,2020-10-08,359802403.01,11058.78,5.46,42037.0
2375,2020-10-09,296925751.27,11301.57,5.59,41653.0
2376,2020-10-10,202131016.49,11375.51,6.11,37385.0
2377,2020-10-11,478557074.68,11539.76,5.720000000000001,33070.0
2378,2020-10-12,383360256.66,11427.29,6.11,32811.0
2379,2020-10-13,259711904.03,11429.3,5.98,33789.0
2380,2020-10-14,377801262.9,11508.31,5.8500000000000005,87570.0
2381,2020-10-15,332320579.31,11326.25,5.98,63222.0
2382,2020-10-16,112306061.3,11367.65,5.720000000000001,36596.0
2383,2020-10-17,131886570.58,11513.33,5.33,29771.0
2384,2020-10-18,456404609.75,11756.88,5.33,26901.0
2385,2020-10-19,576128149.71,11921.78,6.11,31375.0
2386,2020-10-20,1296152945.69,12813.11,7.67,37581.0
2387,2020-10-21,739591002.3,12990.25,12.48,64870.0
2388,2020-10-22,416662855.54,12937.2,13.0,43790.0
2389,2020-10-23,273005904.67,13126.13,10.53,35777.0
2390,2020-10-24,368884232.62,13041.21,8.32,32175.0
2391,2020-10-25,460984686.3,13069.43,8.450000000000001,28445.0
2392,2020-10-26,603406480.39,13646.02,9.62,36554.0
2393,2020-10-27,434942187.78,13285.97,11.05,44889.0
2394,2020-10-28,555737562.11,13462.18,11.7,36385.0
2395,2020-10-29,756044940.71,13565.95,9.88,36808.0
2396,2020-10-30,600104833.89,13803.41,9.49,32806.0
2397,2020-10-31,286724152.06,13761.72,9.75,49308.0
2398,2020-11-01,453096297.52,13571.24,8.97,40439.0
2399,2020-11-02,300271386.78,14023.78,9.66,32602.0
2400,2020-11-03,423118194.37,14157.73,8.74,36459.0
2401,2020-11-04,625288741.44,15599.92,8.97,47315.0
2402,2020-11-05,538014394.46,15590.62,13.8,60368.0
2403,2020-11-06,388303730.2,14838.16,15.64,47823.0
2404,2020-11-07,285202500.11,15488.25,11.96,33705.0
2405,2020-11-08,492570531.42,15335.03,11.04,30699.0
2406,2020-11-09,352628988.82,15313.73,12.19,35977.0
2407,2020-11-10,717920492.19,15707.08,10.35,35104.0
2408,2020-11-11,1074746061.94,16306.53,10.81,39657.0
2409,2020-11-12,694320640.17,16332.85,12.42,44220.0
2410,2020-11-13,452657737.75,16075.95,13.57,48337.0
2411,2020-11-14,286912254.78,15964.7,11.04,37293.0
2412,2020-11-15,685608661.41,16721.46,9.43,33836.0
2413,2020-11-16,1072294334.69,17681.54,12.88,47177.0
2414,2020-11-17,1441862086.0,17786.27,17.71,74813.0
2415,2020-11-18,859856045.56,17824.64,21.62,70679.0
2416,2020-11-19,939934212.29,18672.78,17.25,43267.0
2417,2020-11-20,705040526.65,18704.06,18.17,47903.0
2418,2020-11-21,796767991.89,18430.59,17.94,45874.0
2419,2020-11-22,902518528.75,18385.74,15.64,43581.0
2420,2020-11-23,1403472685.29,19157.16,16.330000000000002,47594.0
2421,2020-11-24,1141495120.46,18725.76,22.31,78971.0
2422,2020-11-25,2220672632.83,17175.86,20.47,46379.0
2423,2020-11-26,1034426524.1,17155.0,23.0,53237.0
2424,2020-11-27,605284901.68,17739.9,16.79,44777.0
2425,2020-11-28,489679989.73,18199.23,14.03,37071.0
2426,2020-11-29,1493787961.07,19686.87,13.57,33292.0
2427,2020-11-30,1743191338.61,18792.03,19.09,66042.0
2428,2020-12-01,903817773.96,19226.19,16.12,60008.0
2429,2020-12-02,747088833.15,19448.44,12.71,48309.0
2430,2020-12-03,804366524.28,18665.0,12.09,44375.0
2431,2020-12-04,388466883.76,19156.84,11.78,46085.0
2432,2020-12-05,405708588.31,19378.94,10.54,39802.0
2433,2020-12-06,477334574.93,19181.41,9.61,39953.0
2434,2020-12-07,866543428.89,18323.52,10.54,45372.0
2435,2020-12-08,1057335071.17,18549.92,10.23,46222.0
2436,2020-12-09,684802762.09,18250.47,10.85,42250.0
2437,2020-12-10,809318887.79,18034.86,9.61,37279.0
2438,2020-12-11,484239535.46,18814.98,10.23,35891.0
2439,2020-12-12,592021817.57,19169.05,8.99,38898.0
2440,2020-12-13,456841099.92,19274.69,9.3,39491.0
2441,2020-12-14,819839290.04,19441.96,9.61,38737.0
2442,2020-12-15,1949841494.52,21352.13,9.92,43739.0
2443,2020-12-16,3194654467.93,22822.17,18.91,127155.0
2444,2020-12-17,1362467582.47,23135.57,31.0,120169.0
2445,2020-12-18,1268054141.3,23844.72,20.46,67616.0
2446,2020-12-19,1014224949.67,23467.06,17.669999999999998,56872.0
2447,2020-12-20,1750627321.07,22727.13,17.36,62679.0
2448,2020-12-21,1149767378.59,23823.32,19.22,61296.0
2449,2020-12-22,1552020951.78,23239.5,16.12,45927.0
2450,2020-12-23,923848542.66,23724.2,15.19,43942.0
2451,2020-12-24,1199894883.01,24707.98,13.64,42618.0
2452,2020-12-25,1611547513.19,26445.7,15.19,49739.0
2453,2020-12-26,2463390777.21,26249.27,22.32,72172.0
2454,2020-12-27,1402005893.58,27039.45,29.76,88788.0
2455,2020-12-28,1479551411.61,27360.78,23.25,59779.0
2456,2020-12-29,1993721842.2,28889.61,19.84,56236.0
2457,2020-12-30,1924969475.46,28972.4,23.56,80886.0
2458,2020-12-31,1487306218.52,29388.94,23.56,68822.0
2459,2021-01-01,3750440817.91,32203.64,23.68,55480.0
2460,2021-01-02,3132759314.54,33063.48,42.24,145059.0
2461,2021-01-03,3901979149.92,32030.55,49.28,141596.0
2462,2021-01-04,3037657026.2,34038.29,41.6,82412.0
2463,2021-01-05,3788317475.74,36849.86,33.92,68133.0
2464,2021-01-06,4753170180.55,39479.41,37.76,86631.0
2465,2021-01-07,4705592327.36,40636.24,53.76,125036.0
2466,2021-01-08,2241901362.12,40236.66,54.4,113560.0
2467,2021-01-09,3983391028.78,38202.08,42.88,84725.0
2468,2021-01-10,8100819368.26,35496.03,41.6,74964.0
2469,2021-01-11,3999535589.05,34058.4,64.0,109316.0
2470,2021-01-12,3198683391.78,37380.85,45.44,83880.0
2471,2021-01-13,2895085049.06,39155.58,40.32,91811.0
2472,2021-01-14,3288447634.87,36790.17,40.96,106170.0
2473,2021-01-15,1995053500.31,36025.26,35.84,70388.0
2474,2021-01-16,1806688237.48,35839.51,30.72,62189.0
2475,2021-01-17,1554686784.02,36623.04,27.52,59161.0
2476,2021-01-18,1787957383.29,35932.79,26.24,69189.0
2477,2021-01-19,2316775667.92,35501.38,26.24,70173.0
2478,2021-01-20,4042427455.09,30840.3,24.32,61204.0
2479,2021-01-21,3418228006.19,33008.02,30.08,79347.0
2480,2021-01-22,1287618530.17,32107.29,32.64,79570.0
2481,2021-01-23,1079875602.62,32283.66,24.32,52802.0
2482,2021-01-24,1989618039.07,32275.27,21.76,50983.0
2483,2021-01-25,1909630282.43,32516.52,23.04,63766.0
2484,2021-01-26,3149650799.32,30423.05,21.12,55828.0
2485,2021-01-27,2463162479.45,33443.87,23.68,60652.0
2486,2021-01-28,6015929349.68,34252.08,23.68,84933.0
2487,2021-01-29,1574213551.44,34317.82,38.4,200783.0
2488,2021-01-30,1176981986.93,33143.22,26.88,93578.0
2489,2021-01-31,1623291067.04,33535.94,23.04,68163.0
2490,2021-02-01,1789698965.07,35524.43,25.08,91439.0
2491,2021-02-02,2340630205.42,37677.34,22.44,80624.0
2492,2021-02-03,2767003411.51,36983.42,24.42,87809.0
2493,2021-02-04,1705038314.0,38310.24,25.74,76348.0
2494,2021-02-05,2642530408.41,39267.01,23.76,97415.0
2495,2021-02-06,2076904733.5,38868.82,28.380000000000003,107331.0
2496,2021-02-07,5944522159.67,46437.41,25.08,77886.0
2497,2021-02-08,4610214635.38,46509.57,54.120000000000005,212923.0
2498,2021-02-09,3326890835.4,44854.95,66.0,159207.0
2499,2021-02-10,3377367971.59,48006.18,43.56,124292.0
2500,2021-02-11,2831634659.58,47435.54,40.260000000000005,115390.0
2501,2021-02-12,1571324550.44,47222.32,38.28,122503.0
2502,2021-02-13,1841963034.08,48652.87,31.68,93740.0
2503,2021-02-14,2502097939.18,47936.51,34.980000000000004,99797.0
2504,2021-02-15,3237085085.6,49184.63,35.64,101777.0
2505,2021-02-16,3423930178.2,52154.91,39.6,147792.0
2506,2021-02-17,2205232619.94,51591.61,44.88,147890.0
2507,2021-02-18,3893034056.64,55933.47,39.6,116096.0
2508,2021-02-19,2974872569.57,55900.84,44.22,150898.0
2509,2021-02-20,1934005633.01,57469.95,50.16,118093.0
2510,2021-02-21,6995162441.1,54121.17,44.22,111638.0
2511,2021-02-22,8016450648.12,48898.7,51.48,110348.0
2512,2021-02-23,3729774704.65,49738.17,63.36,131691.0
2513,2021-02-24,3643008748.86,47082.87,48.18,103733.0
2514,2021-02-25,4204800171.81,46324.5,38.940000000000005,82520.0
2515,2021-02-26,1831237567.32,46191.39,39.6,81742.0
2516,2021-02-27,2776726256.13,45261.03,31.68,66315.0
2517,2021-02-28,3146266419.71,49635.07,35.64,73439.0
2518,2021-03-01,2105387914.68,48501.21,44.16,89756.0
2519,2021-03-02,2615513552.66,50392.55,39.84,103342.0
2520,2021-03-03,3024053725.58,48363.74,37.92,94227.0
2521,2021-03-04,2907395734.68,48775.37,36.0,81460.0
2522,2021-03-05,1214194643.85,48892.8,33.6,70950.0
2523,2021-03-06,1658558074.88,50964.18,30.72,40281.0
2524,2021-03-07,2445827949.75,52405.02,31.68,68935.0
2525,2021-03-08,2898199576.25,54928.7,33.6,81828.0
2526,2021-03-09,3898251700.72,55893.31,41.28,85849.0
2527,2021-03-10,3340389094.49,57809.41,39.36,81908.0
2528,2021-03-11,3079097934.08,57256.22,36.96,95858.0
2529,2021-03-12,3439594034.95,61179.79,36.48,104787.0
2530,2021-03-13,2105197604.06,58998.89,48.0,154790.0
2531,2021-03-14,4297382088.92,55665.01,45.6,102059.0
2532,2021-03-15,3441195999.4,56925.01,39.84,116563.0
2533,2021-03-16,3493543493.16,58909.0,39.36,99951.0
2534,2021-03-17,3178687259.25,57643.32,36.96,106258.0
2535,2021-03-18,2397999967.37,58060.21,36.48,106755.0
2536,2021-03-19,1687922804.56,58101.34,33.6,106380.0
2537,2021-03-20,1958214099.07,57374.95,30.24,92396.0
2538,2021-03-21,2865346861.49,54095.36,31.2,80437.0
2539,2021-03-22,2444787014.61,54355.45,33.6,103950.0
2540,2021-03-23,3420695083.54,52303.02,33.12,94277.0
2541,2021-03-24,3617760373.16,51336.09,37.92,130216.0
2542,2021-03-25,2461374478.26,55055.43,40.32,137938.0
2543,2021-03-26,1514783182.02,55863.73,32.64,137602.0
2544,2021-03-27,1345583216.95,55781.01,31.2,106231.0
